id,data_p,tipo,categ,valor,descricao
a11170,2021-11-29,VN,Compra extra,4,Compra 29/11 09:52 RECIFE AGUAS
a11171,2021-11-29,VE,Padaria,44.79,Compra 29/11 11:57 ROSARINHO DELICATESS
a11172,2021-11-29,VN,Restaurante,24.75,Compra 27/11 15:03 PAG*EduardoBaltar
a11173,2021-11-29,VE,Estacionamento,9.5,Compra 27/11 15:20 TACARUNA PARKING
a11174,2021-11-29,VE,Padaria,20.09,Compra 27/11 16:29 ROSARINHO DELICATESS
a11175,2021-11-29,VN,Restaurante,76.3,Compra 28/11 12:45 ATLANTICO CENTER PIZ
a11201,2021-12-05,FN,Assinatura_App,39.9,NETFLIX SAO PAULO BRA
a11202,2021-12-05,FE,Tarifa bancaria,24.25,ANUIDADE DIFERENCIADA TIT-PARC 09/12 BR
a11203,2021-12-05,FN,Assinatura_App,20.9,DL *GOOGLE YouTube SAO PAULO BRA
a11204,2021-12-05,FN,Assinatura_App,20.9,DL *GOOGLE YouTube SAO PAULO BRA
a11205,2021-12-05,FE,Investimento,39.8,NAGEM INFORMA PARC 03/05 RECIFE BR
a11206,2021-12-05,FE,Investimento,49.8,NAGEM INFORMA PARC 03/05 RECIFE BR
a11207,2021-12-05,VN,Compra extra,124.99,OTICAS CAROL PARC 01/04 CARPINA BR
a11208,2021-12-05,VN,Compra extra,25,LOJAS AMERICA PARC 12/12 RECIFE BR
a11209,2021-12-05,VE,Farmacia,174.48,3162DROGASIL PARC 02/02 CARPINA BR
a11210,2021-12-05,VE,Extra-convenio,175,ODONTO VIDA PARC 02/02 RECIFE BR
a11215,2021-12-01,VN,Saques,50,Banco 24 Horas 01/12 15:04 AP PIATA
a11216,2021-12-01,FE,Convenio,49.8,Pagto ROSA MASTER LTDA
a11217,2021-12-01,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO EIRELI ME
a11218,2021-12-01,FE,Telefone movel,65.73,Pagto conta telefone VIVO PE
a11221,2021-12-06,FE,Tarifa bancaria,60,Tarifa Pacote de ServiÃ§os CobranÃ§a
a11222,2021-12-08,VE,Outros pagtos,400,Transferencia enviada - MARISE M M QUE
a11223,2021-12-10,VE,Energia_agua,58.39,Pagamento conta luz CELPE
a11224,2021-12-16,VE,Outros pagtos,150,Transferencia enviada - ERICKSON MOURA
a11226,2021-12-20,VN,Restaurante,261.03,Compra 19/12 13:32 RETETEU COMIDA HONES
a11227,2021-12-20,VE,Outros pagtos,60,Transferencia enviada - ERICKSON MOURA
a11228,2021-12-21,VE,Padaria,33.41,Compra 21/12 11:50 ROSARINHO DELICATESS
a11229,2021-12-23,VN,Saques,300,Banco 24 Horas 23/12 10:26 AP PIATA
a11230,2021-12-24,VE,Padaria,80.11,Compra 24/12 09:09 ROSARINHO DELICATESS
a11231,2021-12-24,VE,Gasolina,150.06,Compra 24/12 09:57 POSTO MARIA FARINHA
a11232,2021-12-27,VN,Entretenimento,50,Compra 27/12 16:33 DUVALIA
a11233,2021-12-27,VN,Entretenimento,90,Compra 26/12 13:24 KIOSQUE DO GENIVAL
a11234,2021-12-27,VN,Restaurante,54.02,Compra 27/12 13:51 SKILLUS STEAK HOUSE
a11235,2021-12-27,VN,Entretenimento,30.03,Compra 27/12 14:17 SAO BRAZ COFFEE
a11236,2021-12-27,VE,Outros pagtos,130,Transferencia enviada - MARISE M M QUE
a11237,2021-12-29,VE,Padaria,37,Compra 29/12 12:30 ROSARINHO DELICATESS
a11238,2021-12-29,VN,Compra extra,30,Compra 29/12 14:01 SANDALE
a11239,2021-12-29,VN,Compra extra,39.99,Compra 29/12 14:17 LOJAS AMERICANAS 512
a11240,2021-12-29,VN,Entretenimento,15,Compra 29/12 14:27 PORTO DO CAFE
a11241,2021-12-29,VN,Restaurante,51.49,Compra 29/12 15:36 GEORGINA DA SILVEIRA
a20101,2022-01-03,FN,Assinatura_App,39.9,NETFLIX SAO PAULO BRA
a20102,2022-01-03,FE,Tarifa bancaria,24.25,ANUIDADE DIFERENCIADA TIT-PARC 10/12 BR
a20103,2022-01-03,FE,Investimento,39.8,NAGEM INFORMA PARC 04/05 RECIFE BR
a20104,2022-01-03,FE,Investimento,49.8,NAGEM INFORMA PARC 04/05 RECIFE BR
a20105,2022-01-03,VN,Compra extra,124.97,OTICAS CAROL PARC 02/04 CARPINA BR
a20106,2022-01-03,VE,Padaria,10.6,Compra 02/01 12:51 C JARDIM DELICATESSE
a20107,2022-01-03,VN,Restaurante,50,Compra 02/01 14:14 PORTAL DA PICANHA -
a20109,2022-01-04,VN,Restaurante,87.9,Compra 04/01 11:27 RESTAURANTE ACACIA
a20110,2022-01-04,VE,Gasolina,150,Compra 04/01 11:40 ALBUQUERQUE PNEUS LT
a20111,2022-01-04,VN,Restaurante,57,Compra 04/01 15:30 CARNE DE SOL CACHOEI
a20112,2022-01-04,FE,Telefone movel,65.99,Pagto conta telefone VIVO PE
a20113,2022-01-04,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO EIRELI
a20114,2022-01-05,VE,Energia_agua,247.91,Pagamento conta luz CELPE
a20115,2022-01-05,FE,Tarifa bancaria,60,Tarifa Pacote de Serviços
a20116,2022-01-06,VN,Compra extra,50.22,Compra 06/01 11:28 FAMILIA PERGENTINO R
a20117,2022-01-06,FE,Telefone movel,80.39,Pagto conta telefone VIVO PE
a20118,2022-01-07,VE,Farmacia,70.7,Compra 07/01 09:34 DROGASIL3475
a20119,2022-01-10,VN,Compra extra,68,Compra 10/01 14:46 EMP BARNABE EBPEII
a20120,2022-01-10,VE,Supermercado,214.77,Compra 10/01 16:41 KI PRECO
a20121,2022-01-10,VN,Compra extra,29.14,Compra 09/01 12:26 PAG*OsiresCasadoDe
a20122,2022-01-10,VE,Farmacia,23.98,Compra 09/01 13:01 FARMACIA A LARANJINH
a20123,2022-01-10,VN,Entretenimento,30,Compra 09/01 13:23 PAG*SorvetesDe
a20124,2022-01-10,VN,Compra extra,41.95,Compra 09/01 13:47 LOJAS AMERICANAS 137
a20125,2022-01-10,VE,Estacionamento,5,Compra 09/01 13:50 ESTACIONAMENTO CARPI
a20126,2022-01-10,VN,Compra extra,59.99,Compra 10/01 14:05 POLO WEAR
a20127,2022-01-11,FE,Convenio,50.79,Pagto ROSA MASTER LTDA
a20128,2022-01-13,VN,Restaurante,40,Compra 13/01 10:29 PAG*Shanaicypatricia
a20129,2022-01-13,VE,Estacionamento,13,Compra 13/01 16:00 LEVE ESTACIONAMENTOS
a20130,2022-01-13,VE,Padaria,35.49,Compra 13/01 17:05 ROSARINHO DELICATESS
a20131,2022-01-13,VN,Saques,150,Banco 24 Horas 13/01 15:56 P ACUCAR ESPINH III
a20132,2022-01-13,VE,Energia_agua,51.7,Pagamento conta luz CELPE
a20133,2022-01-14,VN,Restaurante,30,Compra 14/01 13:46 A C F SOARES RESTAUR
a20134,2022-01-14,VE,Farmacia,30.76,Compra 14/01 15:53 EXTRAFARMA ESPINHEIR
a20135,2022-01-14,VE,Padaria,45.3,Compra 14/01 16:23 PINBANK*PADARIA COMP
a20136,2022-01-17,VN,Restaurante,55.3,Compra 17/01 12:52 PAG*OsiresCasadoDe
a20137,2022-01-17,VE,Farmacia,23.98,Compra 17/01 13:34 FARMACIA A LARANJINH
a20138,2022-01-17,VE,Gasolina,150.04,Compra 17/01 13:56 ALBUQUERQUE PNEUS LT
a20139,2022-01-17,VN,Restaurante,125.18,Compra 15/01 13:34 PAG*PANELAPRIME
a20140,2022-01-18,VN,Entretenimento,28,Compra 18/01 11:30 SQUINA MAR
a20141,2022-01-18,VN,Entretenimento,49,Compra 18/01 12:10 PAG*Anakarolaynede
a20142,2022-01-24,VN,Entretenimento,36,Compra 24/01 12:22 ANTONIO DA VEIGA LEA
a20143,2022-01-31,VN,Compra extra,23.09,Compra 29/01 10:46 CARMEL
a20201,2022-02-02,FN,Assinatura_App,39.9,NETFLIX SAO PAULO BRA
a20202,2022-02-02,FE,Tarifa bancaria,24.25,ANUIDADE DIFERENCIADA TIT-PARC 01/12 BR
a20203,2022-02-02,FN,Assinatura_App,20.9,DL *GOOGLE YouTube SAO PAULO BRA
a20204,2022-02-02,FN,Assinatura_App,20.9,DL *GOOGLE YouTubePrem SAO PAULO BRA
a20205,2022-02-02,FE,Investimento,39.8,NAGEM INFORMA PARC 05/05 RECIFE BR
a20206,2022-02-02,FE,Investimento,49.8,NAGEM INFORMA PARC 05/05 RECIFE BR
a20207,2022-02-02,VN,Compra extra,124.97,OTICAS CAROL PARC 03/04 CARPINA BR
a20210,2022-02-02,FE,Condominio,440,Pagto CONDOMINIO DO VALE JACARANDA
a20211,2022-02-02,FE,Convenio,49.8,Pagto ROSA MASTER LTDA
a20212,2022-02-02,VE,Energia_agua,104.29,Pagamento conta luz CELPE
a20213,2022-02-02,FE,Telefone movel,83.41,Pagto conta telefone VIVO PE
a20214,2022-02-02,FE,Internet fixa,114.99,Pagto conta telefone VIVO FIXO/BRASIL
a20215,2022-02-02,FE,Telefone movel,65.66,Pagto conta telefone VIVO PE
a20216,2022-02-02,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO EIRELI ME
a20217,2022-02-03,VE,Supermercado,121.7,Compra com Cartão 03/02 08:43 SUPERMERCADO GONZAGA
a20218,2022-02-03,VE,Gasolina,100.08,Compra com Cartão 03/02 08:53 ALBUQUERQUE PNEUS LT
a20219,2022-02-07,VE,Veiculares,131.46,Impostos DEPTO ESTADUAL-DETRAN PE
a20220,2022-02-07,FE,Tarifa bancaria,60,Tarifa Pacote de Serviços Cobrança referente 07/02/2022
a20221,2022-02-08,VE,Supermercado,32.54,Compra com Cartão 08/02 09:25 SUPERMERCADO GONZAGA
a20223,2022-02-09,VN,Restaurante,139.7,Compra com Cartão 09/02 13:27 CAPRINO'S
a20224,2022-02-09,VE,Veiculares,1680.59,Impostos SEFAZ PE
a20225,2022-02-09,VE,Veiculares,173.52,Impostos DEPTO ESTADUAL-DETRAN PE
a20226,2022-02-09,VE,Energia_agua,23.2,Pagamento conta luz CELPE
a20227,2022-02-11,VE,Supermercado,72.61,Compra com Cartão 11/02 16:01 ROSARINHO HORTIFRUTI
a20228,2022-02-11,VE,Padaria,60.99,Compra com Cartão 11/02 16:14 ROSARINHO DELICATESS
a20229,2022-02-11,VE,Outros pagtos,650,Transferência enviada 11/02 - ERICKSON MOURA
a20230,2022-02-14,VN,Restaurante,95.2,Compra com Cartão 14/02 11:24 TEMPERO DA FAZENDA
a20231,2022-02-14,VE,Gasolina,150,Compra com Cartão 13/02 11:56 NVC COMERCIO DE COMB
a20232,2022-02-14,VN,Restaurante,110,Compra com Cartão 13/02 12:56 CAPRINO'S
a20233,2022-02-14,VE,Farmacia,48.39,Compra com Cartão 13/02 14:13 FARMACIA PAGUE MENOS
a20234,2022-02-14,VN,Compra extra,10,Compra com Cartão 13/02 14:29 PLAZA CASA FORTE
a20235,2022-02-14,VE,Outros pagtos,600,Transferência enviada 12/02 - MARISE M M QUE
a20236,2022-02-15,VE,Padaria,19.22,Compra com Cartão 15/02 17:36 ROSARINHO DELICATESS
a20237,2022-02-16,VN,Compra extra,31.9,Compra com Cartão 16/02 12:32 CASAS JOSE ARAUJO
a20238,2022-02-16,VE,Supermercado,80.29,Compra com Cartão 16/02 12:57 RECIBOM SUPERMERCADO
a20239,2022-02-17,VE,Supermercado,61.56,Compra com Cartão 17/02 14:17 MERCADO EXTRA 1383 S
a20240,2022-02-18,VN,Saques,170,Banco 24 Horas 18/02 17:45 AP PIATA
a20241,2022-02-22,VE,Supermercado,283.84,Compra com Cartão 22/02 15:29 CARPINA NOVO ATACAR
a20242,2022-02-24,VE,Supermercado,20.97,Compra com Cartão 24/02 14:31 CARPINA NOVO ATACAR
a20243,2022-02-24,VE,Gasolina,100.02,Compra com Cartão 24/02 14:40 ALBUQUERQUE PNEUS LT
a20301,2022-03-02,VN,Restaurante,110,PAG*GOIANADISTRIBUIDO GOIANA BRA
a20302,2022-03-02,FN,Assinatura_App,39.9,NETFLIX SAO PAULO BRA
a20303,2022-03-02,FE,Tarifa bancaria,24.25,ANUIDADE DIFERENCIADA TIT-PARC 02/12 BR
a20304,2022-03-02,VN,Compra extra,124.97,OTICAS CAROL PARC 04/04 CARPINA BR
a20305,2022-03-02,VE,Padaria,42.4,Compra 02/03 17:56 ROSARINHO DELICATESS
a20306,2022-03-02,VE,Farmacia,97.41,Compra 27/02 12:17 DROGA VIVO
a20307,2022-03-02,VE,Supermercado,34.1,Compra 27/02 12:27 SUPERMERCADO GONZAGA
a20308,2022-03-02,VN,Entretenimento,38.04,Compra 02/03 15:16 CASA DOS DOCES
a20309,2022-03-03,VN,Restaurante,50,Compra 03/03 09:11 PAG*Shanaicypatricia
a20310,2022-03-03,VE,Supermercado,31.97,Compra 03/03 12:11 CARREFOUR REC 45
a20311,2022-03-03,VN,Restaurante,204.7,Compra 03/03 12:38 BELLE04
a20312,2022-03-03,VN,Restaurante,67.3,Compra 03/03 12:55 JULIETTO 13
a20314,2022-03-04,VN,Compra extra,779.86,Compra 04/03 13:42 NAGEM INFORMATICA
a20315,2022-03-04,VE,Estacionamento,10.5,Compra 04/03 14:15 TACARUNA PARKING
a20316,2022-03-04,VN,Entretenimento,25.1,Compra 04/03 15:09 CASA DOS DOCES
a20317,2022-03-04,VN,Restaurante,87.5,Compra 04/03 12:49 TAPA DE CUADRIL
a20318,2022-03-04,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO EIRELI ME
a20319,2022-03-04,FE,Telefone movel,65.99,Pagto conta telefone VIVO PE
a20320,2022-03-07,VN,Compra extra,150,Compra 06/03 14:31 ARMAZEM GUIMARAES
a20321,2022-03-07,VE,Estacionamento,10.5,Compra 06/03 15:51 MOBILIDADE RECIFE PA
a20322,2022-03-07,VE,Gasolina,100,Compra 07/03 09:53 POSTO FIJI COMERCIO
a20323,2022-03-07,VE,Estacionamento,20,Compra 05/03 14:28 RAD ESTACIONAMENTO
a20324,2022-03-07,VE,Padaria,13.74,Compra 05/03 16:25 ROSARINHO DELICATESS
a20325,2022-03-07,FE,Convenio,49.8,Pagamento de Boleto ROSA MASTER LTDA
a20326,2022-03-07,FE,Internet fixa,114.99,Pagto conta telefone VIVO FIXO/BRASIL
a20327,2022-03-07,FE,Convenio,538.8,Pagamento de Boleto GEAP AUTOGESTAO EM SAUDE
a20328,2022-03-07,FE,Tarifa bancaria,66,Tarifa Pacote de Serviços Cobrança referente 07/03/2022
a20329,2022-03-08,VN,Compra extra,25.13,Compra 08/03 09:18 CARMEL
a20330,2022-03-08,VE,Estacionamento,11,Compra 08/03 10:06 ESTACAO EXPRESSO
a20331,2022-03-08,VE,Supermercado,320.94,Compra 08/03 11:02 CARPINA NOVO ATACAR
a20332,2022-03-09,VE,Supermercado,64.43,Compra 09/03 12:40 SUPERMERCADO GONZAGA
a20333,2022-03-09,VN,Compra extra,40.55,Compra 09/03 14:58 CARMEL
a20335,2022-03-10,VE,Gasolina,230.06,Compra 10/03 14:03 ALBUQUERQUE PNEUS LT
a20336,2022-03-10,VE,Veiculares,110,Compra 10/03 14:43 AUTO ELETRICA TREVO
a20337,2022-03-14,VE,Supermercado,51.3,Compra 13/03 12:08 SUPERMERCADO GONZAGA
a20338,2022-03-14,VN,Restaurante,64.28,Compra 12/03 11:48 FAMILIA PERGENTINO R
a20339,2022-03-15,VE,Supermercado,52,Compra 15/03 09:59 CORDEIRAO SUPERMERCA
a20340,2022-03-21,FE,Tarifa bancaria,0.51,Cobrança de Juros
a20341,2022-03-25,FN,Assinatura_App,16.85,Pagto UNIVERSO ONLINE S/A
a20402,2022-04-04,FE,Internet fixa,114.99,Pagto conta telefone VIVO FIXO/BRASIL
a20403,2022-04-04,FE,Telefone movel,80.99,Pagto conta telefone VIVO PE
a20404,2022-04-04,FE,Convenio,49.8,Pagto ROSA MASTER LTDA
a20405,2022-04-04,FE,Internet fixa,79.9,Pagto EDUARDO DE CASTRO LIRA NETO EIRELI
a20406,2022-04-04,FE,Telefone movel,65.99,Pagto conta telefone VIVO PE
a20407,2022-04-04,FN,Assinatura_App,20.9,DI *google Youtube Sao Paulo 22/Fev
a20408,2022-04-04,FN,Assinatura_App,39.9,Netflix 5/Mar
a20409,2022-04-04,FE,Tarifa bancaria,24.25,Anuidade Diferenciada Tit-parc 03/12 Br 22/Mar
a20410,2022-04-04,FN,Assinatura_App,20.9,DI *google Youtubeprem Sao Paulo 22/Mar
a20411,2022-04-04,FE,Investimento,300,Nagem Informa 4/Mar • Parcela 1/10
a20415,2022-04-04,VE,Supermercado,95.28,Compra 04/04 09:45 KI PRECO
a20416,2022-04-04,VN,Saques,100,Banco 24Hs  09:59 SELECT ALBUQUERQUE CARPINA
a20417,2022-04-04,VE,Outros pagtos,500,Transferência enviada 05/04 - MARISE M M QUE
a20418,2022-04-04,FE,Tarifa bancaria,0.77,Cobrança de 10F
a20420,2022-04-05,FE,Tarifa bancaria,66,Tarifa Pacote de Serviços Cobrança referente 05/04/2022
a20421,2022-04-06,VE,Gasolina,200,Compra com Cartão 06/04 12:13 ALBUQUERQUE PNEUS LT
a20422,2022-04-06,VN,Saques,400,Saque no TAA 06/04 11:47 SAA-CARPINA
a20423,2022-04-11,VN,Restaurante,101.2,Compra com Cartão 11/04 12:46 NATURALLE 1
a20424,2022-04-11,VN,Saques,300,Saque no TAA 11/04 11:55 SAA-CARPINA
a20425,2022-04-13,VE,Supermercado,161,Compra com Cartão 13/04 11:24 CARNE DE SOL CACHOEI
a20426,2022-04-13,VN,Entretenimento,69.94,Compra com Cartão 13/04 11:46 PAG*EdnaldoGomesDa
a20427,2022-04-19,VN,Restaurante,35.9,Compra com Cartão 19/04 12:44 CAPILE
a20428,2022-04-19,VN,Entretenimento,26,Compra com Cartão 19/04 13:46 PAG*SorvetesDe
a20429,2022-04-19,VE,Farmacia,20.8,Compra com Cartão 19/04 13:57 FARMACIA A LARANJINH
a20430,2022-04-19,VN,Saques,100,Banco 24 Horas 19/04 14:04 SHOPPING CARPINA
a20431,2022-04-22,VE,Supermercado,235.07,Compra com Cartão 21/04 08:21 SUPERMERCADO GONZAGA
a20432,2022-04-25,VN,Restaurante,60,Compra com Cartão 23/04 11:55 PAG*OsiresCasadoDe
a20438,2022-04-26,VE,Supermercado,94.87,Compra com Cartão 26/04 09:44 SUPERMERCADO GONZAGA
a20501,2022-05-02,VE,Supermercado,42.99,ROSARINHO HORTIFRUTI RECIFE PE 
a20502,2022-05-02,VN,Compra extra,150,IBYTE COMPUTADORES RECIFE PE 
a20503,2022-05-02,FE,Investimento,369,NAGEM INFORMATICA RECIFE PE 
a20504,2022-05-02,VE,Padaria,9.05,ROSARINHO DELICATESSEN RECIFE PE 
a20505,2022-05-02,VE,Estacionamento,10.5,TACARUNA PARKING RECIFE PE 
a20506,2022-05-02,VE,Estacionamento,10.5,TACARUNA PARKING RECIFE PE 
a20507,2022-05-02,FN,Assinatura_App,39.9,NETFLIX.COM SAO PAULO BRA 
a20508,2022-05-02,FE,Tarifa bancaria,24.25,ANUIDADE DIFERENCIADA TIT-PARC 04/12 BR 
a20509,2022-05-02,VN,Compra extra,19.99,IBYTE COMPUTA PARC 01/10 RECIFE BR 
a20510,2022-05-02,FE,Investimento,300,NAGEM INFORMA PARC 02/10 RECIFE BR 
a20511,2022-05-02,VN,Restaurante,83,Compra 01/05 12:08 CAPRINO'S
a20512,2022-05-02,VN,Compra extra,28.5,Compra 01/05 13:49 TACARUNA UTILIDADES
a20513,2022-05-02,VN,Compra extra,12.2,Compra 01/05 15:23 KALUNGA SHOPPING TAC
a20514,2022-05-02,VE,Estacionamento,10.5,Compra01/05 15:45 TACARUNA PARKING
a20515,2022-05-02,VE,Padaria,25.55,Compra 02/05 07:42 ROSARINHO DELICATESS
a20516,2022-05-02,VE,Padaria,10.82,Compra 30/04 11:25 ROSARINHO DELICATESS
a20517,2022-05-02,VN,Entretenimento,43.56,Compra 02/05 13:32 PAG*Deltaexpresso
a20518,2022-05-02,VE,Gasolina,200,Compra 02/05 15:10 FELIX E CAVALCANTI C
a20519,2022-05-02,VE,Supermercado,21.19,Compra 02/05 16:14 ROSARINHO HORTIFRUTI
a20520,2022-05-02,VN,Entretenimento,17,Compra 30/04 15:53 PAG*Frisabor
a20521,2022-05-02,VN,Entretenimento,35.09,Compra 30/04 17:53 MGP BROWNIE
a20522,2022-05-02,VE,Estacionamento,10.5,Compra 30/04 18:09 PLAZA CASA FORTE
a20523,2022-05-02,VN,Saques,170,Banco 24 Horas 30/04 10:22 AP PIATA
a20526,2022-05-03,FE,Condominio,311.44,Pagto de BoletoPJBANK – Cond_SP_TxExtra
a20527,2022-05-03,FE,Internet fixa,79.9,Pagto de BoletoEDUARDO DE CASTRO LIRA NETO EIRELI ME
a20528,2022-05-03,FE,Telefone movel,65.99,Pagto conta telefoneVIVO PE
a20529,2022-05-03,FE,Telefone movel,80.99,Pagto conta telefoneVIVO PE
a20530,2022-05-03,FN,Assinatura_App,4.65,Pagto de BoletoPAGSEGURO INTERNET S A
a20531,2022-05-03,VE,Energia_agua,258.2,Pagto conta luzNEOENERGIA PERNAMBUCO
a20532,2022-05-03,FE,Convenio,49.8,Pagto de BoletoROSA MASTER LTDA
a20533,2022-05-03,VE,Veiculares,104.13,Pagto de BoletoDNIT-DEPARTAMENTO NACIONAL DE
a20534,2022-05-03,FE,Internet fixa,114.99,Pagto conta telefoneVIVO FIXO/BRASIL
a20540,2022-05-04,VN,Compra extra,27.07,Compra com Cartão 04/05 10:15 CARMEL
a20541,2022-05-05,VN,Compra extra,19,Compra com Cartão 05/05 15:09 CASA DO PARAFUSO
a20542,2022-05-05,VE,Farmacia,55.26,Compra com Cartão 05/05 15:21 FARMACIA PERMANENTE
a20543,2022-05-05,VE,Supermercado,151.87,Compra com Cartão 05/05 15:47 CORDEIRAO SUPERMERCA
a20544,2022-05-05,VE,Supermercado,108,Compra com Cartão 05/05 16:00 KI GRANJA
a20545,2022-05-05,FE,Tarifa bancaria,66,Tarifa Pacote de Serviços Cob ref 05/05/2022
a20546,2022-05-07,VE,Farmacia,79.03,Compra 07/05 12:56 3162DROGASIL
a20547,2022-05-10,VE,Padaria,12.5,Compra 10/05 15:58 MARIA ANTONIA RODRIG
a20548,2022-05-10,VN,Saques,100,Saque no TAA 10/05 14:31 SAA-CARPINA
a20549,2022-05-18,VN,Compra extra,99.99,”Compra 18/05 10:42 PAG*Esposende853”
a20550,2022-05-18,VN,Saques,23.99,”Compra 18/05 10:54 CRPO2 HBANDEIRA PE”
a20551,2022-05-18,VE,Supermercado,197.05,”Compra 18/05 11:15 KI GRANJA”
a20552,2022-05-23,VN,Entretenimento,49.61,Compra 23/05 14:19 PAG*EduardoBaltar
a20553,2022-05-23,VN,Entretenimento,23.65,Compra 23/05 16:10 SAO BRAZ COFFEE
a20554,2022-05-23,VE,Estacionamento,10.5,Compra 23/05 16:17 TACARUNA PARKING
a20555,2022-05-23,VE,Padaria,39.61,Compra 23/05 18:14 ROSARINHO DELICATESS
a20556,2022-05-24,VN,Restaurante,73.25,Compra com Cartão 24/05 12:38 TEMPERO DA
a20557,2022-05-25,VE,Supermercado,57.39,Compra 25/05 12:04 ROSARINHO HORTIFRUTI
a20558,2022-05-25,VE,Supermercado,22.32,Compra 25/05 12:05 ROSARINHO HORTIFRUTI
a20559,2022-05-30,VE,Supermercado,132.68,Compra 30/05 10:38 CORDEIRAO SUPERMERC
a20560,2022-05-30,VN,Compra extra,238.71,Pagto Boleto AMAZON SERVICOS
a20602,2022-06-03,VE,Supermercado,117.71,Compra 02/06 11:47 SUPERMERCADO GONZAGA
a20603,2022-06-03,VN,Saques,200,Saque no TAA 02/06 11:28 SAA-CARPINA
a20605,2022-06-03,VE,Outros pagtos,150,TED Transf Eletr Disponiv Julia Ramos  Queiroz
a20606,2022-06-04,FN,Assinatura_App,20.9,Gogle Youtube Sao Paulo 22/Abr
a20607,2022-06-04,FN,Assinatura_App,39.9,Netflix com 5/Mai
a20608,2022-06-04,FN,Armaz_nuvem,3.5,Apple com/bill 16/Mai-Seg
a20609,2022-06-04,FN,Assinatura_App,20.9,Google Youtubepremium Sao Paulo 22/Mai
a20610,2022-06-04,FE,Tarifa bancaria,24.25,Anuidade Diferenciada Tit-parc 05/12 Br 23/Mai
a20611,2022-06-04,FE,Investimento,300,Nagem Informa 4/Mar- Sex Parcela 3 de 10
a20612,2022-06-04,VN,Compra extra,19.99,Ibyte Computa - 28/03 - Parcela 2/10
a20613,2022-06-06,VN,Entretenimento,13,Compra 05/06 12:42 PAG*PANELAPRIME
a20614,2022-06-06,VN,Entretenimento,30,Compra 05/06 13:24 PAG*SorvetesDe
a20615,2022-06-06,VE,Extra-convenio,250,Compra 06/06 10:49 ODONTOCOMPANY CARPIN
a20616,2022-06-06,VE,Supermercado,266.6,Compra 04/06 16:33 SUPERMERCADO GONZAGA
a20617,2022-06-06,VE,Energia_agua,22.25,Pagto conta luz NEOENERGIA PERNAMBUCO
a20618,2022-06-06,FE,Convenio,49.8,Pagamento a ROSA MASTER LTDA
a20619,2022-06-06,FE,Telefone movel,65.99,Pagto conta telefone VIVO PE
a20620,2022-06-06,FE,Telefone movel,80.99,Pagto conta telefone VIVO PE
a20621,2022-06-06,FE,Internet fixa,79.9,Pagto a EDUARDO DE CASTRO (Planalto)
a20622,2022-06-06,FE,Internet fixa,114.99,Pagto conta telefone VIVO FIXO/BRASIL
a20623,2022-06-06,FE,Tarifa bancaria,66,Tarifa Pacote de Serviços Bco
a20624,2022-06-08,VE,Supermercado,35.29,Cordeirão - 08/06 10:17 Supermercado
a20625,2022-06-08,VE,Veiculares,340,Compra Bateria do carro Polo
a20630,2022-06-14,VN,Compra extra,24.16,Compra 14/06 09:46 CARMEL
a20631,2022-06-14,VE,Gasolina,100.06,Compra 14/06 10:28 ALBUQUERQUE PNEUS
a20632,2022-06-17,VE,Padaria,39.17,Compra 17/06 16:13 PINBANK*PADARIA COMP
a20633,2022-06-17,VE,Estacionamento,10.5,Compra 17/06 17:44 TACARUNA PARKING
a20634,2022-06-17,VN,Compra extra,48.9,Compra 17/06 17:47 MAHOGANY desodorante
a20635,2022-06-20,VN,Restaurante,58.52,Compra 19/06 12:13 TEMPERO DA FAZENDA
a20636,2022-06-20,VN,Restaurante,27.9,Compra 19/06 12:35 NEOBRAZ ALIMENTOS EL
a20637,2022-06-20,VN,Entretenimento,32.96,Compra 19/06 13:37 TIO ZE BOTECO
a20638,2022-06-20,VN,Entretenimento,10.5,Compra 19/06 17:02 ESTAPAR SHOP PATTEO
a20639,2022-06-20,VE,Padaria,88.94,Compra 18/06 08:02 ROSARINHO DELICATESS
a20640,2022-06-20,VE,Gasolina,200,Compra 20/06 10:04 FELIX E Cavalcant posto G
a20641,2022-06-20,VN,Compra extra,90,Compra 18/06 12:03 MADE CENTER
a20642,2022-06-23,VN,Saques,100,Saque 21/06 14:48 SELECT ALBUQ Carpina
a20643,2022-06-23,VE,Farmacia,137.71,Compra 23/06 14:27 3162 DROGASIL
a20644,2022-06-23,VE,Farmacia,49.9,Compra 23/06 14:35 38 Farmacia DIARIAME teste Covid
a20645,2022-06-23,VE,Supermercado,61.8,Compra 23/06 15:17 Supermercado Gonzagao
a20646,2022-06-27,VE,Supermercado,172.53,Compra 25/06 10:32 KI GRANJA
a20647,2022-06-27,VN,Restaurante,76.56,Compra 27/06 12:54 A CF SOARES RESTAUR
a20648,2022-06-27,VE,Padaria,41.29,Compra 27/06 14:49 ROSARINHO DELICATESS
a20649,2022-06-28,VE,Padaria,29.08,Compra 28/06 12:55 ROSARINHO DELICATESS
a20650,2022-06-29,VE,Padaria,43.19,Compra 29/06 12:28 ROSARINHO PANIFICACA
